股票代码,股票简称,行业概念,事件概念,交易概念
300658.SZ,延江股份,,三胎,"人民币贬值受益,创业板重组松绑"
300400.SZ,劲拓股份,"OLED,柔性屏,电子纸,OLED设备制造,超清视频,3D玻璃,机器视觉,机器人,屏下指纹技术,工业机器人","富士康,华为,国产替代",
002715.SZ,登云股份,"尾气治理,黄金",比亚迪,"壳资源,创投"
002786.SZ,银宝山新,"新能源汽车,口罩,5G,一体化压铸","比亚迪,工业4.0,华为,央企国资改革,宁德时代,小米,华为汽车",债转股(AMC)
002176.SZ,江特电机,"抽水蓄能,锂电池,稀有金属,锂电原料,锂矿,电机电控,新能源汽车,机器人,风电","军工,稀缺资源","MSCI,标普道琼斯A股,融资融券,转融券标的,半年报预增,富时罗素股,深股通"
300938.SZ,信测标准,环境监测,"比亚迪,理想汽车,华为,军工,小米","送转填权,融资融券,半年报预增,转融券标的"
002909.SZ,集泰股份,"绿色建筑,集装箱,硅能源,新材料,建筑涂料,有机硅,装配式建筑,光伏",比亚迪,
300796.SZ,贝斯美,,,半年报预增
688550.SH,瑞联新材,"新材料,OLED,光刻胶,OLED材料",,"融资融券,转融券标的"
300753.SZ,爱朋医疗,"医疗器械,人工智能","三胎,专精特新",
603636.SH,南威软件,"IPV6,电子政务,网络安全,云计算,在线教育,大数据,区块链","共享经济,PPP,数字中国,阿里巴巴,东数西算（算力）,疫情监测,国产软件,智慧政务,电子身份证,智慧城市,华为,军工,蚂蚁金服","融资融券,转融券标的"
688122.SH,西部超导,"大飞机,新材料,超导","军工,地方国资改革","富时罗素,融资融券,沪股通,转融券标的"
002493.SZ,荣盛石化,"甲醇,涤纶,光伏,PTA",油品改革,"MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
000587.SZ,*ST金洲,"黄金,融资租赁,黄金租赁,白银",,"富时罗素股,ST板块"
600338.SH,西藏珠峰,"盐湖提锂,金属锌,金属铜,小金属,金属铅,锂电池,铟,稀有金属,免税店,锂电原料,锂矿,涉矿",一带一路,"融资融券,标普道琼斯A股,转融券标的,富时罗素股,富时罗素,沪股通"
002915.SZ,中欣氟材,"氢氟酸,氟化工,钠离子电池,新材料",,
002931.SZ,锋龙股份,"机器人,新能源汽车,汽车制造,园林开发",,
603768.SH,常青股份,"汽车制造,新能源汽车",比亚迪,
003043.SZ,华亚智能,"储能,集成电路",,养老金持股
300821.SZ,东岳硅材,"燃料电池,硅能源,新材料,有机硅,白炭黑",,"富时罗素,深股通"
300093.SZ,金刚玻璃,"HJT电池,分布式发电,玻璃,光伏玻璃,光伏建筑一体化,保障房,新能源,建筑节能,光伏,钙钛矿电池",,
002895.SZ,川恒股份,"磷酸铁锂,盐湖提锂,磷酸一铵,磷化工",,"深股通,半年报预增"
600731.SH,湖南海利,"草地贪夜蛾防治,蜱虫,锂电池","食品安全,地方国资改革",
002996.SZ,顺博合金,金属回收,比亚迪,
688268.SH,华特气体,"氢能源,光刻胶,集成电路","俄乌冲突,中芯国际,国产替代","融资融券,转融券标的"
301149.SZ,隆华新材,"高铁,PA66,锂电池,新材料,汽车制造,体育产业,建筑涂料,锦纶,建筑节能,装配式建筑,风电",,"融资融券,注册制次新股,新股与次新股,转融券标的"
002017.SZ,东信和平,"移动支付,电子信息,移动金融,物联网,数字货币,5G,NFC,金融信息服务,金融IC","新基建,央企国资改革","融资融券,深股通,转融券标的"
688138.SH,清溢光电,"第三代半导体,OLED,芯片",中芯国际,"融资融券,半年报预增,转融券标的"
000671.SZ,阳光城,REITs,"智慧城市,迪士尼,租售同权","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
003000.SZ,劲仔食品,休闲零食,抖音小店,
301050.SZ,雷电微力,雷达,军工,"融资融券,新股与次新股,转融券标的,送转填权,注册制次新股,深股通"
300526.SZ,*ST中潜,"体育产业,潜水运动,光伏",,ST板块
300260.SZ,新莱应材,"OLED,芯片,芯片设备,光刻胶,集成电路,塑化剂,生物医药,医药安全","食品安全,中芯国际,国产替代","台湾股,创业板重组松绑,深股通,半年报预增"
001212.SZ,中旗新材,"新材料,装配式建筑,有机硅",,"核准制次新股,新股与次新股"
605566.SH,福莱蒽特,"太阳能,染料,HJT电池,光伏",,"核准制次新股,新股与次新股"
688190.SH,云路股份,无线充电,"央企国资改革,专精特新,地方国资改革","融资融券,新股与次新股,科创次新股,转融券标的"
300590.SZ,移为通信,"芯片,电子标签,物联网,无人驾驶,工业互联网,智能交通,5G,智能物流,卫星导航,车联网",食品安全,"送转填权,人民币贬值受益,深股通"
688328.SH,深科达,"OLED,MiniLED,集成电路,先进封装（Chiplet）,OLED面板","小米,华为,专精特新","融资融券,转融券标的"
603115.SH,海星股份,"铝电解电容,新材料,有色铝",专精特新,
300273.SZ,*ST和佳,"互联网医疗,生物安全,医疗器械,细胞免疫治疗,智能医疗,抗癌,口罩,人工智能","民营医院,健康中国,流感",ST板块
301263.SZ,泰恩康,"仿制药,眼科医疗,医疗器械,抗肿瘤,口罩,医药电商,瑞德西韦,中医药,毛发医疗",新冠治疗,"融资融券,注册制次新股,新股与次新股,转融券标的"
300731.SZ,科创新源,"新能源汽车,汽车热管理,5G,橡胶","宁德时代,富士康,华为,比亚迪",创投
301103.SZ,何氏眼科,"眼科医疗,智能医疗",民营医院,"融资融券,注册制次新股,新股与次新股,转融券标的"
002430.SZ,杭氧股份,"燃料电池,煤化工,天然气",地方国资改革,"MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
002838.SZ,道恩股份,"聚丙烯,新材料,可降解塑料,橡胶,口罩,5G,建筑涂料","华为,国产替代,专精特新,小米,特斯拉","融资融券,深股通,转融券标的"
300802.SZ,矩子科技,"芯片,MiniLED,机器视觉,机器人,高端装备,光伏,智能制造","比亚迪,苹果,华为,国产替代,小米,特斯拉","送转填权,创投"
000970.SZ,中科三环,"新材料,稀土永磁,小金属,节能环保,风电","特斯拉,央企国资改革","融资融券,标普道琼斯A股,转融券标的,半年报预增,富时罗素股,深股通,富时罗素"
301092.SZ,争光股份,"盐湖提锂,超超临界发电,新材料,净水,核电",国产替代,"融资融券,注册制次新股,新股与次新股,转融券标的"
688295.SH,中复神鹰,碳纤维,"中材系,央企国资改革","融资融券,新股与次新股,科创次新股,转融券标的"
600773.SH,西藏城投,"盐湖提锂,石墨烯手机,锂电池,锂电原料,锂矿,石墨烯",地方国资改革,"融资融券,转融券标的"
603051.SH,鹿山新材,"新材料,HJT电池,水利,光伏,节能环保","西气东输,国产替代","核准制次新股,高送转预期,新股与次新股"
002527.SZ,新时达,"燃料电池,电梯,智能物流,机器视觉,机器人,新能源汽车,工业机器人","工业4.0,比亚迪,京东",
600355.SH,精伦电子,"OLED,语音技术,人脸识别,智能电视,电子信息,物联网,云计算,在线教育,机器视觉,机器人,数字电视,人工智能","国产软件,电子身份证,新基建,国产操作系统",壳资源
688272.SH,富吉瑞,,,"融资融券,新股与次新股,科创次新股,转融券标的"
002056.SZ,横店东磁,"氢能源,固态电池,储能,空气净化,锂电池,新材料,永磁高铁,工业互联网,光伏建筑一体化,5G,稀土永磁,新能源,磷酸铁锂,小金属,无线充电,新能源汽车,正极材料,光伏","比亚迪,苹果,华为,军工,特斯拉","融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
002407.SZ,多氟多,"固态电池,锂电制造,多晶硅,锂电池,电解液,新能源,涉矿,六氟磷酸锂,正极材料,新能源汽车,芯片,硅能源,口罩,氟化工,钠离子电池,负极材料,储能,PVDF,氢氟酸","台积电,特斯拉,比亚迪","MSCI,融资融券,标普道琼斯A股,转融券标的,半年报预增,创投,独角兽,富时罗素股,深股通,富时罗素"
301186.SZ,超达装备,"新能源汽车,锂电池,换电","蔚来汽车,特斯拉,比亚迪,华为汽车","融资融券,注册制次新股,新股与次新股,转融券标的"
605166.SH,聚合顺,新材料,,
002101.SZ,广东鸿图,"汽车电子,新能源汽车,5G,一体化压铸","比亚迪,地方国资改革,蔚来汽车,华为,宁德时代,特斯拉,华为汽车","创投,半年报预增"
002651.SZ,利君股份,"大飞机,航空航天,通用航空,民用无人机,无人机,高端装备,节能环保","军工,军民融合,航天军工","富时罗素,养老金持股,深股通"
430510.BJ,丰光精密,"机器人,新能源汽车",,
603617.SH,君禾股份,石墨电极,,人民币贬值受益
688091.SH,上海谊众,抗肿瘤,,"融资融券,新股与次新股,科创次新股,转融券标的"
000709.SZ,河钢股份,"特钢,铁矿石,稀有金属,钒电池,核电,稀缺煤","钒涨价,比亚迪,冬奥会,地方国资改革","MSCI,融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素,证金持股"
002347.SZ,泰尔股份,"超级电容,锂电池,激光,锂电设备,3D打印,机器人,新能源汽车,透明工厂,工业机器人,动力电池回收",军工,创投
688456.SH,有研粉材,"新材料,3D打印","央企国资改革,地方国资改革","融资融券,转融券标的"
601369.SH,陕鼓动力,"煤化工,氢能源,超超临界发电,储能,虚拟电厂,供应链金融,融资租赁,高端装备,智能制造,节能环保","碳中和,军工,地方国资改革","融资融券,转融券标的"
002375.SZ,亚厦股份,"绿色建筑,智能建筑,高铁,虚拟现实,智能家居,超级高铁,特种玻璃,光伏建筑一体化,3D打印,建筑节能,垃圾分类,装配式建筑,钢结构","新型城镇化,恒大,方舱医院,杭州亚运会,迪士尼","融资融券,标普道琼斯A股,转融券标的,富时罗素股,深股通,富时罗素"
300720.SZ,海川智能,"机器人,服务机器人",,"台湾股,创业板重组松绑"
000936.SZ,华西股份,"芯片,金控平台,AI芯片,5G,涤纶,人工智能","金改,中概股回归","融资融券,标普道琼斯A股,转融券标的,创投,参股银行,参股券商,富时罗素股,富时罗素"
603666.SH,亿嘉和,"机器人,医疗机器人,无人机,充电桩",专精特新,"标普道琼斯A股,沪股通"
688667.SH,菱电电控,"汽车电子,新能源汽车","国六标准、国六排放、国六,专精特新","融资融券,养老金持股,转融券标的"
002011.SZ,盾安环境,"轨道交通,高铁,汽车热管理,余热发电,地热能,空气能热泵,冷链物流,新能源汽车,核电,新能源,节能环保","宁德时代,华为,军工,比亚迪","融资融券,半年报预增,转融券标的,创投,国开行"
603906.SH,龙蟠科技,"氢能源,尾气治理,燃料电池,锂电池,车用尿素,锂电原料,磷酸铁锂,动力电池回收","宁德时代,比亚迪","MSCI,沪股通,半年报预增"
688521.SH,芯原股份,"芯片,先进封装（Chiplet）,集成电路,数字货币,汽车芯片,人工智能",facebook,"国家大基金持股,融资融券,转融券标的"
688300.SH,联瑞新材,覆铜板,"国产替代,专精特新","融资融券,转融券标的"
301132.SZ,满坤科技,"PCB,机器人,新能源汽车,消费电子,汽车芯片",宁德时代,"融资融券,注册制次新股,新股与次新股,转融券标的"
300537.SZ,广信材料,"OLED,PCB,光刻胶,新材料,5G","富士康,华为",
002978.SZ,安宁股份,"钛白粉,钒电池,锂电池,铁矿石",,"参股银行,深股通"
002937.SZ,兴瑞科技,"虚拟现实,智能家居,汽车电子,无人驾驶,超清视频,5G,新能源汽车,VR设备,消费电子","新基建,一带一路,宁德时代,国六标准、国六排放、国六,特斯拉",
301318.SZ,维海德,"消费电子,人脸识别",国产软件,"融资融券,注册制次新股,新股与次新股,转融券标的"
301135.SZ,瑞德智能,"芯片设计,家用电器,芯片,充电桩,医疗器械,人脸识别,储能,智能家居,物联网,工业互联网,机器人,新能源,智能制造",小米,"融资融券,注册制次新股,新股与次新股,转融券标的"
688052.SH,纳芯微,"汽车芯片,芯片,集成电路,传感器",,"融资融券,新股与次新股,科创次新股,转融券标的"
002709.SZ,天赐材料,"固态电池,锂电池,新材料,六氟磷酸锂,氢氟酸,电解液,正极材料,有机硅,磷酸铁锂,氟化工,钠离子电池,动力电池回收","宁德时代,特斯拉","MSCI,融资融券,标普道琼斯A股,转融券标的,半年报预增,送转填权,富时罗素股,深股通,富时罗素"
300786.SZ,国林科技,"氢能源,污水处理,疫苗存储,新材料,空气能热泵,节能环保",专精特新,送转填权
688231.SH,隆达股份,,,"融资融券,新股与次新股,半年报预增,转融券标的,科创次新股"
300863.SZ,卡倍亿,新能源汽车,"特斯拉,比亚迪","融资融券,转融券标的"
600141.SH,兴发集团,"芯片,化肥,有机硅,硅能源,氢氟酸,磷化工,锂矿,三氯化磷,磷酸铁锂,氟化工,消毒剂,草甘膦","中芯国际,乡村振兴,地方国资改革,稀缺资源","融资融券,标普道琼斯A股,转融券标的,半年报预增,富时罗素股,富时罗素,沪股通"
600596.SH,新安股份,"蜱虫,农业种植,锂电池,有机硅,涉矿,光伏,新材料,登革热,无人机,草甘膦,草地贪夜蛾防治,转基因,固废处理,硅能源,互联网金融,磷化工,负极材料,白炭黑,小额贷款,三氯化磷,黄金","工业4.0,金改,华为,特斯拉","融资融券,标普道琼斯A股,转融券标的,半年报预增,富时罗素股,富时罗素,沪股通"
600348.SH,华阳股份,"煤层气,煤化工,储能,煤炭,稀缺煤,钠离子电池,光伏",地方国资改革,"MSCI,融资融券,标普道琼斯A股,养老金持股,转融券标的,半年报预增,富时罗素股,优先股,富时罗素,沪股通"
301095.SZ,广立微,"EDA,芯片,集成电路",,"融资融券,注册制次新股,新股与次新股,转融券标的"
002818.SZ,富森美,"电子商务,智能家居","新零售,军工,网红经济","富时罗素,富时罗素股,标普道琼斯A股"
688273.SH,麦澜德,,三胎,"融资融券,新股与次新股,科创次新股,转融券标的"
301072.SZ,中捷精工,新能源汽车,,"融资融券,注册制次新股,新股与次新股,转融券标的"
002883.SZ,中设股份,智慧停车,"新型城镇化,方舱医院,PPP",
688239.SH,航宇科技,核电,专精特新,"融资融券,转融券标的"
300980.SZ,祥源新材,"噪声防治,新材料,锂电池,有机硅,建筑节能","国产替代,小米,苹果,专精特新","送转填权,融资融券,转融券标的"
002073.SZ,软控股份,"现代服务业,新材料,TMT,电子信息,电子标签,知识产权保护,工业互联网,机器人,服务机器人","工业4.0,宁德时代","融资融券,证金持股,转融券标的"
300893.SZ,松原股份,新能源汽车,,"送转填权,融资融券,转融券标的"
