股票代码,股票简称,概念名称,行业概念,事件概念,交易概念
002178.SZ,延华智能,"大数据,在线旅游,碳中和,数字孪生,智能医疗,华为,养老,机器人,工业4.0,智慧城市,物联网,数据中心,智能交通,方舱医院","大数据,在线旅游,数字孪生,智能医疗,养老,机器人,物联网,数据中心,智能交通","碳中和,华为,工业4.0,智慧城市,方舱医院",
688378.SH,奥来德,"新材料,OLED,融资融券","新材料,OLED",,融资融券
603002.SH,宏昌电子,"3D打印,半年报预增,5G","3D打印,5G",,半年报预增
603829.SH,洛凯股份,智能电网,智能电网,,
002460.SZ,赣锋锂业,"无线耳机,同花顺漂亮100,半年报预增,钴,锂电池,特斯拉,MSCI,盐湖提锂,深股通,动力电池回收,小金属,融资融券,标普道琼斯A股,新能源汽车,储能,新材料","无线耳机,锂电池,钴,盐湖提锂,动力电池回收,小金属,新能源汽车,储能,新材料",特斯拉,"半年报预增,MSCI,深股通,融资融券,标普道琼斯A股"
001288.SZ,运机集团,"一带一路,核准制次新股,新股与次新股,中俄贸易",,一带一路,"核准制次新股,新股与次新股"
000506.SZ,中润资源,"黄金,融资融券",黄金,,融资融券
301201.SZ,诚达药业,"注册制次新股,肝炎,专精特新,新冠治疗,融资融券,新股与次新股,CRO","CRO,肝炎","专精特新,新冠治疗","新股与次新股,注册制次新股,融资融券"
002179.SZ,中航光电,"5G,军工,量子科技,华为,特斯拉,央企国资改革,军民融合,标普道琼斯A股,国产航母,MSCI,新能源汽车,深股通,融资融券,大飞机,比亚迪","5G,量子科技,国产航母,新能源汽车,大飞机","军工,华为,特斯拉,央企国资改革,军民融合,比亚迪","标普道琼斯A股,深股通,MSCI,融资融券"
002538.SZ,司尔特,"半年报预增,农村电商,乡村振兴,磷化工,融资融券,化肥,民营医院,生态农业","化肥,生态农业,磷化工","乡村振兴,农村电商,民营医院","半年报预增,融资融券"
601020.SH,华钰矿业,"黄金,稀缺资源,金属锌,金属铜,摘帽,一带一路,小金属,标普道琼斯A股","黄金,金属铜,小金属,金属锌","稀缺资源,一带一路","标普道琼斯A股,摘帽"
002031.SZ,巨轮智能,"减速器,高端装备,冷链物流,机器人,工业4.0,核电,人工智能,工业母机,航空发动机","高端装备,减速器,冷链物流,机器人,核电,人工智能,工业母机,航空发动机",工业4.0,
002279.SZ,久其软件,"大数据,区块链,抖音,雄安新区,快手,职业教育,华为,互联网金融,参股新三板,云计算,国产软件,供应链金融,智慧政务,网红经济","大数据,区块链,职业教育,互联网金融,云计算,供应链金融","抖音,快手,华为,国产软件,智慧政务,网红经济",参股新三板
301206.SZ,三元生物,"专精特新,人民币贬值受益,送转填权,生物质能发电,代糖,融资融券,新股与次新股,注册制次新股","生物质能发电,代糖",专精特新,"人民币贬值受益,送转填权,融资融券,新股与次新股,注册制次新股"
300473.SZ,德尔股份,"华为,噪声防治,传感器,燃料电池,汽车热管理,无人驾驶,新能源汽车,氢能源,比亚迪,汽车电子,华为汽车","噪声防治,传感器,燃料电池,汽车热管理,无人驾驶,新能源汽车,氢能源,汽车电子","比亚迪,华为,华为汽车",
300353.SZ,东土科技,"大数据,军工,风电,融资融券,工业母机,智能电网,雄安新区,机器人,芯片,机器视觉,5G,汽车芯片,智慧城市,国产操作系统,汽车电子,智能交通,智能制造,无人机,工业互联网,军民融合,虚拟电厂,工业4.0,边缘计算,物联网,数据中心","大数据,5G,智能电网,智能交通,智能制造,无人机,工业互联网,汽车芯片,机器人,芯片,虚拟电厂,风电,机器视觉,边缘计算,物联网,数据中心,汽车电子,工业母机","军工,军民融合,工业4.0,智慧城市,国产操作系统",融资融券
002258.SZ,利尔化学,"标普道琼斯A股,深股通,央企国资改革,融资融券",,央企国资改革,"标普道琼斯A股,深股通,融资融券"
301098.SZ,金埔园林,"新型城镇化,乡村振兴,融资融券,土壤修复,新股与次新股,注册制次新股",土壤修复,"乡村振兴,新型城镇化","新股与次新股,注册制次新股,融资融券"
300249.SZ,依米康,"大数据,区块链,5G,百度,军工,垃圾分类,节能环保,华为,机器人,PPP,智慧城市,云计算,阿里巴巴,数据中心,物联网,储能","大数据,5G,区块链,垃圾分类,节能环保,机器人,云计算,物联网,数据中心,储能","军工,百度,华为,PPP,智慧城市,阿里巴巴",
603963.SH,大理药业,新冠治疗,,新冠治疗,
301235.SZ,华康医疗,"新冠检测,医疗废物处理,智能医疗,专精特新,融资融券,医疗器械,新股与次新股,注册制次新股,方舱医院","智能医疗,医疗器械,医疗废物处理","专精特新,新冠检测,方舱医院","新股与次新股,注册制次新股,融资融券"
600900.SH,长江电力,"沪股通,同花顺漂亮100,参股银行,MSCI,央企国资改革,创投,核电,绿色电力,证金持股,融资融券,标普道琼斯A股","绿色电力,核电",央企国资改革,"沪股通,参股银行,MSCI,创投,证金持股,融资融券,标普道琼斯A股"
600038.SH,中直股份,"沪股通,通用航空,军工,高端装备,黑龙江自贸区,无人机,MSCI,央企国资改革,国产航母,标普道琼斯A股,融资融券,大飞机","通用航空,高端装备,无人机,国产航母,大飞机","军工,央企国资改革","标普道琼斯A股,MSCI,沪股通,融资融券"
605398.SH,新炬网络,"大数据,华为,国产软件,数据中心","大数据,数据中心","华为,国产软件",
002615.SZ,哈尔斯,"半年报预增,人民币贬值受益,露营经济,网络直播,NFT,网红经济","NFT,网络直播","露营经济,网红经济","人民币贬值受益,半年报预增"
300791.SZ,仙乐健康,深股通,,,深股通
603656.SH,泰禾智能,"高端装备,食品安全,机器人,工业4.0,人工智能","人工智能,高端装备,机器人","工业4.0,食品安全",
002682.SZ,龙洲股份,"充电桩,军工,人工智能,垃圾分类,农村电商,冷链物流,职业教育,电子商务,机器人,ETC,燃料电池,福建自贸区,一带一路,新能源汽车,氢能源,天然气,宁德时代","充电桩,垃圾分类,冷链物流,职业教育,电子商务,机器人,ETC,燃料电池,新能源汽车,氢能源,天然气,人工智能","宁德时代,军工,农村电商,一带一路",
600834.SH,申通地铁,"光伏建筑一体化,充电桩,上海国资改革","光伏建筑一体化,充电桩",,
600055.SH,万东医疗,"大数据,智能医疗,互联网医疗,融资融券,数据中心,健康中国,医疗器械","大数据,智能医疗,互联网医疗,数据中心,医疗器械",健康中国,融资融券
603722.SH,阿科力,"专精特新,新材料,燃料电池","燃料电池,新材料",专精特新,
300962.SZ,中金辐照,"融资融券,央企国资改革,健康中国",,"央企国资改革,健康中国",融资融券
300552.SZ,万集科技,"汽车电子,华为,机器人,ETC,传感器,智慧城市,边缘计算,无人驾驶,车联网,智能交通","智能交通,机器人,ETC,传感器,边缘计算,无人驾驶,车联网,汽车电子","华为,智慧城市",
300736.SZ,百邦科技,"创业板重组松绑,区块链,华为,苹果",区块链,"华为,苹果",创业板重组松绑
300358.SZ,楚天科技,"工业4.0,深股通,智能物流,机器人","智能物流,机器人",工业4.0,深股通
603444.SH,吉比特,"沪股通,网络游戏,MSCI,在线教育,手机游戏,融资融券,标普道琼斯A股","手机游戏,在线教育,网络游戏",,"标普道琼斯A股,MSCI,沪股通,融资融券"
002799.SZ,环球印务,"大数据,区块链,抖音,快手","大数据,区块链","抖音,快手",
003007.SZ,直真科技,"5G,国产软件,物联网,数据中心,东数西算（算力）","5G,物联网,数据中心","东数西算（算力）,国产软件",
003001.SZ,中岩大地,"土壤修复,雄安新区",土壤修复,,
688282.SH,理工导航,"军工,科创次新股,无人驾驶,融资融券,新股与次新股,卫星导航","无人驾驶,卫星导航",军工,"新股与次新股,科创次新股,融资融券"
001268.SZ,联合精密,"核准制次新股,新股与次新股",,,"核准制次新股,新股与次新股"
688618.SH,三旺通信,"专精特新,工业互联网,芯片,边缘计算,融资融券","芯片,边缘计算,工业互联网",专精特新,融资融券
603218.SH,日月股份,"沪股通,MSCI,核电,风电,一带一路,融资融券","风电,核电",一带一路,"沪股通,MSCI,融资融券"
601908.SH,京运通,"沪股通,光伏,参股保险,节能环保,高端装备,专精特新,京津冀一体化,稀土永磁,MSCI,绿色电力,融资融券,标普道琼斯A股,新材料","光伏,高端装备,节能环保,稀土永磁,绿色电力,新材料",专精特新,"沪股通,参股保险,MSCI,融资融券,标普道琼斯A股"
002439.SZ,启明星辰,"大数据,军工,MSCI,电子身份证,华为欧拉,深股通,融资融券,网络安全,数据安全,智慧城市,腾讯,标普道琼斯A股,东数西算（算力）,数字经济,华为,工业互联网,军民融合,云计算,边缘计算,国产软件,数据中心,车联网","大数据,数据安全,工业互联网,网络安全,云计算,边缘计算,数据中心,车联网","军工,数字经济,华为,军民融合,电子身份证,华为欧拉,智慧城市,国产软件,腾讯,东数西算（算力）","标普道琼斯A股,深股通,MSCI,融资融券"
002986.SZ,宇新股份,"可降解塑料,半年报预增",可降解塑料,,半年报预增
002539.SZ,云图控股,"半年报预增,锂电池,农村电商,农业种植,化肥,盐湖提锂,乡村振兴,磷化工,深股通,电子竞技,玉米,硅能源,生态农业","锂电池,农业种植,化肥,磷化工,盐湖提锂,电子竞技,玉米,硅能源,生态农业","乡村振兴,农村电商","深股通,半年报预增"
600160.SH,巨化股份,"沪股通,半年报预增,锂电池,杭州亚运会,消毒剂,碳交易,MSCI,PVDF,氟化工,融资融券,标普道琼斯A股,集成电路,中芯国际","锂电池,消毒剂,PVDF,氟化工,集成电路","杭州亚运会,碳交易,中芯国际","沪股通,半年报预增,MSCI,融资融券,标普道琼斯A股"
300726.SZ,宏达电子,"超级电容,5G,华为海思,军工,华为,MSCI,军民融合,芯片,深股通,融资融券,大飞机","超级电容,5G,大飞机,芯片","华为海思,华为,军工,军民融合","深股通,MSCI,融资融券"
603201.SH,常润股份,"专精特新,人民币贬值受益,跨境电商,核准制次新股,新能源汽车,比亚迪,新股与次新股","跨境电商,新能源汽车","比亚迪,专精特新","核准制次新股,人民币贬值受益,新股与次新股"
603757.SH,大元泵业,"水利,专精特新,燃料电池,空气能热泵,标普道琼斯A股","燃料电池,水利,空气能热泵",专精特新,标普道琼斯A股
688325.SH,赛微微电,"芯片,新股与次新股,融资融券,科创次新股",芯片,,"新股与次新股,科创次新股,融资融券"
603171.SH,税友股份,"大数据,蚂蚁金服,智慧政务",大数据,"蚂蚁金服,智慧政务",
300077.SZ,国民技术,"石墨电极,区块链,锂电池,人工智能,量子科技,华为,工业互联网,网络安全,汽车芯片,机器人,芯片,移动支付,新能源汽车,MCU芯片,物联网,EDR,集成电路,宁德时代","区块链,石墨电极,锂电池,量子科技,工业互联网,汽车芯片,机器人,网络安全,芯片,新能源汽车,移动支付,MCU芯片,物联网,EDR,集成电路,人工智能","华为,宁德时代",
002466.SZ,天齐锂业,"同花顺漂亮100,半年报预增,锂电池,特斯拉,MSCI,化肥,盐湖提锂,证金持股,动力电池回收,深股通,融资融券,标普道琼斯A股,新能源汽车","锂电池,盐湖提锂,动力电池回收,新能源汽车,化肥",特斯拉,"半年报预增,MSCI,深股通,证金持股,融资融券,标普道琼斯A股"
000584.SZ,哈工智能,"军工,智能制造,高端装备,专精特新,特斯拉,机器人,工业4.0,新能源汽车,比亚迪,人工智能","智能制造,高端装备,机器人,新能源汽车,人工智能","军工,专精特新,特斯拉,工业4.0,比亚迪",
301168.SZ,通灵股份,"光伏,绿色电力,融资融券,新股与次新股,注册制次新股","光伏,绿色电力",,"新股与次新股,注册制次新股,融资融券"
300412.SZ,迦南科技,"创业板重组松绑,专精特新,送转填权,光伏建筑一体化,工业4.0,医疗器械,智能物流","光伏建筑一体化,医疗器械,智能物流","工业4.0,专精特新","创业板重组松绑,送转填权"
002855.SZ,捷荣技术,"无线耳机,智能穿戴,虚拟现实,华为,消费电子","无线耳机,虚拟现实,消费电子,智能穿戴",华为,
000985.SZ,大庆华科,"黑龙江自贸区,半年报预增,央企国资改革",,央企国资改革,半年报预增
002979.SZ,雷赛智能,"专精特新,机器人,工业4.0,深股通,口罩","口罩,机器人","工业4.0,专精特新",深股通
603077.SH,和邦生物,"沪股通,光伏,半年报预增,草甘膦,消毒剂,化肥,磷化工,建筑节能,低辐射玻璃（Low-E）,融资融券,标普道琼斯A股,天然气","光伏,草甘膦,消毒剂,建筑节能,磷化工,低辐射玻璃（Low-E）,化肥,天然气",,"标普道琼斯A股,半年报预增,沪股通,融资融券"
002767.SZ,先锋电子,"天然气,物联网,半年报预增,智慧城市","天然气,物联网",智慧城市,半年报预增
603950.SH,长源东谷,,,,
688212.SH,澳华内镜,"融资融券,医疗器械,新股与次新股,科创次新股",医疗器械,,"新股与次新股,科创次新股,融资融券"
300278.SZ,华昌达,"创业板重组松绑,军工,无人机,特斯拉,机器人,工业4.0,摘帽,比亚迪","无人机,机器人","工业4.0,比亚迪,军工,特斯拉","创业板重组松绑,摘帽"
002722.SZ,物产金轮,"区块链,高端装备,电子商务,独角兽,创投,燃料电池,氢能源","区块链,高端装备,电子商务,燃料电池,氢能源",,"独角兽,创投"
000058.SZ,深赛格,"光伏,华为,电子商务,物业管理,深圳国资改革,光伏建筑一体化,创投,参股新三板,电子竞技,卫星导航","光伏,电子商务,物业管理,光伏建筑一体化,电子竞技,卫星导航",华为,"参股新三板,创投"
688085.SH,三友医疗,"专精特新,医疗器械,融资融券",医疗器械,专精特新,融资融券
300964.SZ,本川智能,"5G,军工,专精特新,华为,特斯拉,机器人,PCB,融资融券,新能源汽车,汽车电子","5G,机器人,PCB,新能源汽车,汽车电子","华为,军工,专精特新,特斯拉",融资融券
